"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
40,928,23.26,-0.7,Bianca WILLIAMS,18 DEC 1993,GBR,7,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1112
41,928,23.26,1.7,Irene SIRAGUSA,23 JUN 1993,ITA,1f1,"Stadio Enzo Blasone, Foligno (ITA)",12 JUL 2024,1108
42,928,23.26,0.5,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1108
43,944,23.27,,Jada BAYLARK,17 OCT 1997,USA,2f9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1151
44,944,23.27,-0.3,Natrece EAST,25 OCT 2008,JAM,1,"National Stadium, Kingston (JAM)",17 FEB 2024,1108
45,944,23.27,,Rebekka HAASE,02 JAN 1993,GER,1h2,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1151
46,944,23.27,-0.2,Olayinka OLAJIDE,28 OCT 2002,NGR,1sf1,"Stephen Keshi Stadium, Asaba (NGR)",18 FEB 2024,1108
47,944,23.27,,Reese WEBSTER,21 MAY 2002,TTO,2f2,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2024,1151
48,944,23.27,1.1,Pearl AWANYA,20 SEP 2004,GHA,1f6,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1107
49,944,23.27,-0.8,Ashley WILLIAMS,25 OCT 1996,JAM,1f1,"Jamaica College Ashenheim Stadium, Kingston (JAM)",20 APR 2024,1111
50,944,23.27,-0.8,Maboundou KONÉ,16 MAY 1997,CIV,4f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1111
51,944,23.27,0.3,Te'Anna HARLIN,2004,USA,6sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1107
52,944,23.27,0.3,Jodie WILLIAMS,28 SEP 1993,GBR,2f1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1107
53,944,23.27,0.1,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,6sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1107
54,944,23.27,1.3,Printassia JOHNSON,20 NOV 2000,BAH,3,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1107
55,944,23.27,-0.1,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,1h2,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1107
56,944,23.27,2.0,Martyna KOTWIŁA,13 JAN 1999,POL,3,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1107
57,944,23.27,0.7,Arianna DE MASI,02 JUN 1999,ITA,5,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1107
58,944,23.27,1.0,Mia GROSS,18 APR 2001,AUS,2f1,"Loughborough University Track, Loughborough (GBR)",10 JUL 2024,1107
59,944,23.27,0.0,Lukrecija SABAITYTĖ,08 APR 2002,LTU,2f1,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1107
60,944,23.27,1.3,Natalya KOMBAROVA,24 SEP 2001,RUS,1h5,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1107
61,944,23.27,-0.7,Torrie LEWIS,08 JAN 2005,AUS,1h5,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1111
62,944,23.27,-1.0,Yinglan LIU,21 OCT 2005,CHN,1,"Sports Center, Quzhou (CHN)",16 SEP 2024,1113
63,964,23.28,,Lynna IRBY-JACKSON,06 DEC 1998,USA,2f1,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1150
64,964,23.28,,Esther NAVERO,30 JUL 2000,ESP,1sf3,"Pistas Expourense, Ourense (ESP) (i)",17 FEB 2024,1150
65,964,23.28,,Reese WEBSTER,21 MAY 2002,TTO,1h4,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",23 FEB 2024,1150
66,964,23.28,0.8,Cynteria JAMES,07 SEP 2005,USA,1f3,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1106
67,964,23.28,-1.6,Autumn WILSON,16 DEC 2003,USA,1f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",20 APR 2024,1115
68,964,23.28,0.0,Shirley NEKHUBUI,31 JUL 2000,RSA,1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1106
69,964,23.28,0.5,Hannah WALLER,19 DEC 2001,USA,3f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1106
70,964,23.28,0.5,Magdaline GEORGE,25 DEC 2000,NGR,4f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1106
71,964,23.28,1.0,Jaidyn RAMSEY,,USA,1,"Elon University’s Irwin Belk Track, Elon, NC (USA)",11 MAY 2024,1106
72,964,23.28,0.5,Natacha NGOYE,15 AUG 1993,CGO,1,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1106
73,964,23.28,1.5,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,2f2,"Elena Venizelou National Stadium, Chania (GRE)",19 MAY 2024,1106
74,964,23.28,1.0,Dennisha PAGE,,USA,9,"Hayward Field, Eugene, OR (USA)",08 JUN 2024,1106
75,964,23.28,2.0,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,4,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1106
76,964,23.28,0.2,Lynna IRBY-JACKSON,06 DEC 1998,USA,7h3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1106
77,964,23.28,0.7,Emma VAN CAMP,11 OCT 2004,SUI,4,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1106
78,964,23.28,0.5,Vera FILATOVA,24 NOV 1995,RUS,2,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1106
79,964,23.28,0.7,Yanina LUTSENKA,02 APR 2000,BLR,1h1,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1106
80,964,23.28,1.1,Aino PULKKINEN,02 FEB 1998,FIN,1f4,"Harjun stadion, Jyväskylä (FIN)",14 AUG 2024,1106
81,982,23.29,,Camryn DICKSON,19 JUN 2004,USA,9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1149
82,982,23.29,,Patrizia VAN DER WEKEN,12 NOV 1999,LUX,1f1,"Coque Sport Center, Luxembourg (LUX) (i)",18 FEB 2024,1149
83,982,23.29,,Ama PIPI,26 NOV 1995,GBR,1,"Arena Birmingham, Birmingham (GBR) (i)",18 FEB 2024,1149
84,982,23.29,,Mariah AYERS,08 SEP 2000,USA,2h3,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1149
85,982,23.29,1.2,Chane VERMEULEN,19 MAY 2006,RSA,2,"Pilditch Stadium, Pretoria (RSA)",23 MAR 2024,1105
86,982,23.29,1.9,Cassie THOMPSON,20 NOV 2000,BAH,1f5,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1105
87,982,23.29,0.6,Candace HILL,11 FEB 1999,USA,2f4,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",06 APR 2024,1105
88,982,23.29,1.4,Karimah DAVIS,23 NOV 1998,USA,6f1,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1105
89,982,23.29,1.6,Line KLOSTER,27 FEB 1990,NOR,4f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1105
90,982,23.29,0.8,Rafailia SPANOUDAKI-CHATZIRIGA,07 JUN 1994,GRE,1f1,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1105
91,982,23.29,-0.1,Halle BIEBER,21 DEC 2000,USA,1h1,"Geroge C. Griffin Track, Atlanta, GA (USA)",09 MAY 2024,1105
92,982,23.29,0.0,Maja MIHALINEC ZIDAR,17 DEC 1989,SLO,2f3,"Športni center, Kranj (SLO)",11 MAY 2024,1105
93,982,23.29,-0.7,Ana Carolina AZEVEDO,19 MAY 1998,BRA,3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1109
94,982,23.29,1.7,Imke VERVAET,11 APR 1993,BEL,2f1,"Estadio Universitario, Lisboa (POR)",18 MAY 2024,1105
95,982,23.29,1.5,Dimitra TSOUKALA,07 SEP 1999,GRE,3f2,"Elena Venizelou National Stadium, Chania (GRE)",19 MAY 2024,1105
96,982,23.29,0.8,Fatouma CONDE,,USA,5h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1105
97,982,23.29,1.8,Adijatu Rejoice SULE,07 OCT 2004,NGR,6pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1105
98,982,23.29,-0.1,Kailei COLLINS,11 JUL 2001,USA,6sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1105
99,982,23.29,-0.3,Yuting LI,03 MAY 2002,CHN,1h4,"Olympic Sports Center, Huangshi (CHN)",01 JUN 2024,1106
0,982,23.29,1.1,Aniyah BIGAM,2004,USA,8sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1105
1,982,23.29,-0.2,Shirley NEKHUBUI,31 JUL 2000,RSA,2sf1,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1106
2,982,23.29,-0.4,Svenja PFETSCH,29 OCT 2001,GER,1f1,"Sepp-Brenninger-Stadion, Erding (GER)",14 JUL 2024,1107
3,982,23.29,-0.2,Kristina Marie KNOTT,25 SEP 1995,PHI,4,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1106
4,982,23.29,0.7,Maja MIHALINEC ZIDAR,17 DEC 1989,SLO,1,"Stadion Míru, Tábor (CZE)",27 AUG 2024,1105
5,982,23.29,-0.6,Jessica MILAT,01 JAN 2005,AUS,1h6,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1108
6,1007,23.3,,Joanne REID,25 DEC 2001,JAM,10,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1149
7,1007,23.3,,Madeline WILSON,,USA,3f1,"Convention Center, Albuquerque, NM (USA) (i)",26 JAN 2024,1149
8,1007,23.3,0.0,Skadi SCHIER,25 MAR 2000,GER,1,"McArthur Stadium, Potchefstroom (RSA)",30 JAN 2024,1104
9,1007,23.3,,Joyasia SMITH,04 AUG 2004,USA,1f1,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2024,1149
10,1007,23.3,,Halle BIEBER,21 DEC 2000,USA,1h2,"The Track at New Balance, Boston, MA (USA) (i)",22 FEB 2024,1149
11,1007,23.3,,Tahalia FAIRMAN,,USA,1h2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",23 FEB 2024,1149
12,1007,23.3,,Jonah ROSS,01 MAY 2002,USA,3h3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1149
13,1007,23.3,,Shenese WALKER,23 JAN 2003,JAM,1f1,"The Track at New Balance, Boston, MA (USA) (i)",24 FEB 2024,1149
14,1007,23.3,,Halle BIEBER,21 DEC 2000,USA,2f2,"The Track at New Balance, Boston, MA (USA) (i)",24 FEB 2024,1149
15,1007,23.3,0.9,Zaya AKINS,30 AUG 2005,USA,5f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1104
16,1007,23.3,0.5,Lauren GALE,01 JAN 2000,CAN,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1104
17,1007,23.3,1.1,Jayla HOLLIS,03 SEP 2002,USA,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1104
18,1007,23.3,-0.3,Zahria ALLERS-LIBURD,06 MAR 2002,SKN,2,"Park West Ath. Complex, San Antonio, TX (USA)",10 MAY 2024,1105
19,1007,23.3,1.5,Aleksandra STOILOVA,20 APR 2005,AUS,4,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1104
20,1007,23.3,1.2,Sara REIFENRATH,,USA,1,"St. Thomas O'Shaughnessy Stadium, St. Paul, Minneapolis, MN (USA)",11 MAY 2024,1104
21,1007,23.3,0.9,Ana Carolina AZEVEDO,19 MAY 1998,BRA,3h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1104
22,1007,23.3,0.9,Christine MALLARD,12 MAY 2004,USA,6,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1104
23,1007,23.3,1.1,Kynnedy FLANNEL,12 JUL 2000,USA,1f1,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1104
24,1007,23.3,0.5,Cassie THOMPSON,20 NOV 2000,BAH,7sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1104
25,1007,23.3,0.2,Irene SIRAGUSA,23 JUN 1993,ITA,5f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1104
26,1007,23.3,-3.6,Olayinka OLAJIDE,28 OCT 2002,NGR,2,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1125
27,1007,23.3,-0.1,Alexa SULYÁN,17 APR 2005,HUN,3h1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1104
28,1007,23.3,-0.4,Bassant HEMIDA,28 SEP 1996,EGY,2,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1106
29,1007,23.3,0.4,Dianna PROCTOR,25 APR 2005,CAN,1,"Foothills Athletic Park, Calgary (CAN)",16 JUN 2024,1104
30,1007,23.3,-1.7,Marije VAN HUNENSTIJN,02 MAR 1995,NED,5,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1114
31,1007,23.3,0.9,Michelle ATHERLEY,09 DEC 1995,USA,1ce1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1104
32,1007,23.3,1.2,Lina Esther LICONA TORRES,01 OCT 1998,COL,1h1,"Pedro Grajales, Cali (COL)",29 JUN 2024,1104
33,1007,23.3,1.3,Maroussia PARÉ,18 JUL 1996,FRA,2h2,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1104
34,1007,23.3,-0.2,Lina Esther LICONA TORRES,01 OCT 1998,COL,2,"Pedro Grajales, Cali (COL)",30 JUN 2024,1105
35,1007,23.3,1.3,Natacha NGOYE,15 AUG 1993,CGO,1h1,"Stade Marius Vertmontois, Gravenchon (FRA)",30 JUN 2024,1104
36,1007,23.3,1.2,Nele JAWORSKI,22 NOV 2004,GER,1,"Grenzlandstadion, Mönchengladbach (GER)",06 JUL 2024,1104
37,1007,23.3,0.0,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,5h4,"Stade de France, Paris (FRA)",04 AUG 2024,1104
38,1007,23.3,-0.6,Yinglan LIU,21 OCT 2005,CHN,2sf2,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1107
39,1007,23.3,-0.6,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,1,"Uniwersytetu Warmińsko-Mazurskiego, Olsztyn (POL)",01 SEP 2024,1107
40,1041,23.31,,Marika POPOWICZ-DRAPAŁA,28 APR 1988,POL,1f1,"Arena, Toruń (POL) (i)",28 JAN 2024,1148
41,1041,23.31,,Zaya AKINS,30 AUG 2005,USA,1f6,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1148
42,1041,23.31,,Lisa Marie KWAYIE,27 OCT 1996,GER,1h3,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1148
43,1041,23.31,1.4,Olayinka OLAJIDE,28 OCT 2002,NGR,1h2,"Stephen Keshi Stadium, Asaba (NGR)",18 FEB 2024,1103
44,1041,23.31,,Madeline WILSON,,USA,1h1,"The Podium, Spokane, WA (USA) (i)",23 FEB 2024,1148
45,1041,23.31,-1.8,Kynnedy FLANNEL,12 JUL 2000,USA,3,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1113
46,1041,23.31,1.2,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,,"La Vicentina, Quito (ECU)",07 APR 2024,1103
47,1041,23.31,0.7,Braelyn BAKER,20 JAN 2006,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1103
48,1041,23.31,0.7,Serena CLARK,05 DEC 2001,USA,2f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",26 APR 2024,1103
49,1041,23.31,1.5,Jaidyn RAMSEY,,USA,1f3,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 APR 2024,1103
50,1041,23.31,1.1,Ariane LINTON,02 OCT 2003,USA,4f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1103
51,1041,23.31,1.5,Jessica MCDOWELL,22 FEB 2001,USA,1h3,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",10 MAY 2024,1103
52,1041,23.31,1.0,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,2f2,"Ethnikou Stadiou, Kalamata (GRE)",12 MAY 2024,1103
53,1041,23.31,0.2,Ana Carolina AZEVEDO,19 MAY 1998,BRA,3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1103
54,1041,23.31,0.5,Esperança CLADERA,14 MAY 2002,ESP,2,"Polideportivo Municipal, Andújar (ESP)",17 MAY 2024,1103
55,1041,23.31,-2.0,Jenna PRANDINI,20 NOV 1992,USA,7,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1115
56,1041,23.31,0.6,Alexa SULYÁN,17 APR 2005,HUN,1f1,"Sports Stadium CESA VUT, Brno (CZE)",22 JUN 2024,1103
57,1041,23.31,1.3,Chloé GALET,30 AUG 2001,FRA,3h2,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1103
58,1041,23.31,0.8,Lukrecija SABAITYTĖ,08 APR 2002,LTU,1f1,"Palangos Stadionas, Palanga (LTU)",30 JUN 2024,1103
59,1041,23.31,-0.2,Angelica Maria GAMBOA,06 APR 1998,COL,3,"Pedro Grajales, Cali (COL)",30 JUN 2024,1104
60,1041,23.31,1.4,Chane VERMEULEN,19 MAY 2006,RSA,3f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1103
61,1041,23.31,0.5,Yanina LUTSENKA,02 APR 2000,BLR,3,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1103
62,1041,23.31,1.0,Rachel BENNETT,03 JUL 2002,GBR,1,"Alexander Stadium, Birmingham (GBR)",21 JUL 2024,1103
63,1041,23.31,0.5,Yuting LI,03 MAY 2002,CHN,7h6,"Stade de France, Paris (FRA)",04 AUG 2024,1103
64,1041,23.31,0.0,Taylor SNAER,22 FEB 2005,USA,5,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1103
65,1066,23.32,,Thelma DAVIES,08 MAY 2000,USA,1f3,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1147
66,1066,23.32,,Lynna IRBY-JACKSON,06 DEC 1998,USA,1f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1147
67,1066,23.32,,Léonie POINTET,17 FEB 2001,SUI,1f1,"Halle End der Welt, Magglingen (SUI) (i)",27 JAN 2024,1147
68,1066,23.32,-0.7,Ella CONNOLLY,13 JUL 2000,AUS,1,"AIS Athletics Track, Canberra (AUS)",28 JAN 2024,1106
69,1066,23.32,,Joyasia SMITH,04 AUG 2004,USA,1h7,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",23 FEB 2024,1147
70,1066,23.32,,Jaslyn GARDNER,01 JUN 2000,USA,2h4,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1147
71,1066,23.32,,Jessica MCDOWELL,22 FEB 2001,USA,1f2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",24 FEB 2024,1072
72,1066,23.32,,Iyana GRAY,27 FEB 2003,USA,4h3,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1147
73,1066,23.32,,Alexis BROWN,16 JUL 2004,USA,1f2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",09 MAR 2024,0
74,1066,23.32,-1.1,Laviai NIELSEN,13 MAR 1996,GBR,1,"UJ Stadium, Johannesburg (RSA)",27 MAR 2024,1108
75,1066,23.32,0.4,Jada GRIFFIN,25 SEP 1999,USA,3f1,"Paul Derr TF Facility, Raleigh, NC (USA)",30 MAR 2024,1102
76,1066,23.32,1.2,Kortnei JOHNSON,11 AUG 1997,USA,4f2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1102
77,1066,23.32,1.5,Savannah SUTHERLAND,07 AUG 2003,CAN,1f1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",19 APR 2024,1102
78,1066,23.32,1.8,Kevona DAVIS,20 DEC 2001,JAM,1h4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1102
79,1066,23.32,0.3,Viktória FORSTER,08 APR 2002,SVK,1f1,"Stadion Juliska, Praha (CZE)",11 MAY 2024,1102
80,1066,23.32,-0.7,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,4,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1106
81,1066,23.32,0.1,Léonie POINTET,17 FEB 2001,SUI,3f2,"Tsirio Stadium, Limassol (CYP)",17 MAY 2024,1102
82,1066,23.32,0.9,Tahalia FAIRMAN,,USA,4h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1102
83,1066,23.32,1.9,Balikis YAKUBU,11 JUL 1996,NGR,7,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1102
84,1066,23.32,0.7,Rachel BENNETT,03 JUL 2002,GBR,2f3,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1102
85,1066,23.32,0.3,Sole FREDERICK,03 JAN 2006,TTO,3f1,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1102
86,1066,23.32,-0.7,Rosemary CHUKWUMA,05 DEC 2001,NGR,1h1,"Samuel Ogbemudia Stadium, Benin City (NGR)",18 JUN 2024,1106
87,1066,23.32,1.7,Kristina Marie KNOTT,25 SEP 1995,PHI,2,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1102
88,1066,23.32,1.7,Polina TKALICH,09 JUN 2000,RUS,2,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1102
89,1066,23.32,-0.5,Sabrina DOCKERY,17 SEP 2006,JAM,1h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1105
90,1066,23.32,-0.3,Alexe DEAU,04 SEP 2004,FRA,3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1103
91,1066,23.32,0.1,Vera FILATOVA,24 NOV 1995,RUS,1sf1,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1102
92,1066,23.32,0.9,Hannah BRIER,03 FEB 1998,GBR,1f1,"London Marathon Community Track, London (GBR)",18 AUG 2024,1102
93,1094,23.33,1.2,Kristie EDWARDS,24 FEB 2000,AUS,1f1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",27 JAN 2024,1101
94,1094,23.33,,Kenondra DAVIS,15 FEB 2003,USA,1f7,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1146
95,1094,23.33,,Kennedi PORTER,,USA,1h8,"Convention Center, Albuquerque, NM (USA) (i)",23 FEB 2024,1146
96,1094,23.33,,Kiah WILLIAMS,28 JUN 2002,USA,2h1,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1146
97,1094,23.33,1.4,Savannah SUTHERLAND,07 AUG 2003,CAN,1f1,"University of South Florida Track & Field Stadium, Tampa, FL (USA)",15 MAR 2024,1101
98,1094,23.33,-0.1,Lauren GALE,01 JAN 2000,CAN,3f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1101
99,1094,23.33,1.3,Candace HILL,11 FEB 1999,USA,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1101
0,1094,23.33,1.8,Lauren GALE,01 JAN 2000,CAN,3f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1101
1,1094,23.33,1.5,Kiyah YEAST,09 APR 2002,USA,2f1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",19 APR 2024,1101
2,1094,23.33,1.0,Beyonce DEFREITAS,09 MAR 2001,IVB,2f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 APR 2024,1101
3,1094,23.33,-1.1,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,1f1,"Municipal Sports Center, Alexandria (GRE)",08 MAY 2024,1107
4,1094,23.33,1.1,Jaslyn GARDNER,01 JUN 2000,USA,2h2,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1101
5,1094,23.33,1.0,Esther NAVERO,30 JUL 2000,ESP,2,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1101
6,1094,23.33,0.2,Lorène Dorcas BAZOLO,04 MAY 1983,POR,4,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1101
7,1094,23.33,-0.8,Kissiwaa MENSAH,24 JUL 2005,GBR,1f4,"Lee Valley Athletics Centre, London (GBR)",02 JUN 2024,1105
8,1094,23.33,-3.6,Precious NZEAKOR,17 AUG 2005,NGR,3,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1122
9,1094,23.33,1.4,Gloria HOOPER,03 MAR 1992,ITA,1,"Centro Gabre Gabric, Brescia (ITA)",15 JUN 2024,1101
10,1094,23.33,-0.6,Destiny SMITH-BARNETT,26 JUL 1996,LBR,2h7,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1104
11,1094,23.33,1.4,Kristina Marie KNOTT,25 SEP 1995,PHI,,"T. Robinson Stadium, Nassau (BAH)",28 JUN 2024,1101
12,1094,23.33,1.3,Zaynab DOSSO,12 SEP 1999,ITA,1h2,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1101
13,1094,23.33,-0.4,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1h1,"Eintracht-Stadion, Braunschweig (GER)",30 JUN 2024,1103
14,1094,23.33,1.4,Lauren Rain JAMES,25 JUL 1999,USA,4f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1101
15,1094,23.33,0.0,Pahal KIRAN,05 AUG 2000,IND,1f2,"Stadion Zygmunta Szelesta, Warszawa (POL)",20 JUL 2024,1101
16,1094,23.33,0.0,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,5h2,"Stade de France, Paris (FRA)",04 AUG 2024,1101
17,1094,23.33,0.0,Nora LINDAHL,10 SEP 2004,SWE,5h3,"Stade de France, Paris (FRA)",04 AUG 2024,1101
18,1094,23.33,-0.9,Imke VERVAET,11 APR 1993,BEL,34,"Stade de France, Paris (FRA)",05 AUG 2024,1106
19,1094,23.33,-0.8,Vera FILATOVA,24 NOV 1995,RUS,3,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1105
20,1094,23.33,0.4,Dalia KADDARI,23 MAR 2001,ITA,9,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1101
21,1094,23.33,1.0,Tamara CLARK,09 JAN 1999,USA,4,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1101
